,Average score,Additional score,Optimization score,At least one,Length of correlation,Lambda,N
3539,0.2,0.2,0.95,1,0.5,10,100
3540,0.0,0.0,1.0,0,0.5,100,1
3541,0.0,0.0,1.0,0,0.5,100,1
3542,1.0,1.0,1.0,1,0.5,100,1
3543,0.0,0.0,1.0,0,0.5,100,1
3544,0.0,0.0,0.0,0,0.5,100,1
3545,0.0,0.0,1.0,0,0.5,100,1
3546,0.0,0.0,1.0,0,0.5,100,1
3547,0.0,0.0,1.0,0,0.5,100,1
3548,0.0,0.0,1.0,0,0.5,100,1
3549,0.0,0.0,1.0,0,0.5,100,1
3550,0.1,0.1,0.9,1,0.5,100,10
3551,0.0,0.0,1.0,0,0.5,100,10
3552,0.2,0.2,1.0,1,0.5,100,10
3553,0.1,0.1,0.9,1,0.5,100,10
3554,0.4,0.5,0.8,1,0.5,100,10
3555,0.0,0.0,1.0,0,0.5,100,10
3556,0.3,0.3,1.0,1,0.5,100,10
3557,0.1,0.2,0.8,1,0.5,100,10
3558,0.0,0.0,0.8,0,0.5,100,10
3559,0.4,0.4,1.0,1,0.5,100,10
3560,0.26,0.26,0.93,1,0.5,100,100
3561,0.22,0.22,0.97,1,0.5,100,100
3562,0.17,0.18,0.93,1,0.5,100,100
3563,0.17,0.22,0.9,1,0.5,100,100
3564,0.25,0.26,0.89,1,0.5,100,100
3565,0.24,0.26,0.93,1,0.5,100,100
3566,0.26,0.29,0.86,1,0.5,100,100
3567,0.28,0.3,0.97,1,0.5,100,100
3568,0.26,0.28,0.94,1,0.5,100,100
3569,0.2,0.22,0.91,1,0.5,100,100
3570,0.0,0.0,1.0,0,0.5,1000,1
3571,0.0,0.0,1.0,0,0.5,1000,1
3572,1.0,1.0,1.0,1,0.5,1000,1
3573,0.0,0.0,1.0,0,0.5,1000,1
3574,0.0,0.0,0.0,0,0.5,1000,1
3575,0.0,0.0,1.0,0,0.5,1000,1
3576,0.0,0.0,1.0,0,0.5,1000,1
3577,1.0,1.0,1.0,1,0.5,1000,1
3578,0.0,1.0,0.0,0,0.5,1000,1
3579,0.0,0.0,1.0,0,0.5,1000,1
3580,0.2,0.2,0.9,1,0.5,1000,10
3581,0.0,0.0,1.0,0,0.5,1000,10
3582,0.2,0.2,1.0,1,0.5,1000,10
3583,0.1,0.1,1.0,1,0.5,1000,10
3584,0.2,0.3,0.8,1,0.5,1000,10
3585,0.1,0.1,1.0,1,0.5,1000,10
3586,0.2,0.2,1.0,1,0.5,1000,10
3587,0.1,0.1,1.0,1,0.5,1000,10
3588,0.2,0.2,1.0,1,0.5,1000,10
3589,0.0,0.0,1.0,0,0.5,1000,10
3590,0.22,0.23,0.93,1,0.5,1000,100
3591,0.22,0.24,0.92,1,0.5,1000,100
3592,0.19,0.2,0.95,1,0.5,1000,100
3593,0.25,0.26,0.94,1,0.5,1000,100
3594,0.28,0.29,0.92,1,0.5,1000,100
3595,0.26,0.27,0.92,1,0.5,1000,100
3596,0.15,0.16,0.92,1,0.5,1000,100
3597,0.25,0.26,0.96,1,0.5,1000,100
3598,0.21,0.22,0.95,1,0.5,1000,100
3599,0.23,0.27,0.91,1,0.5,1000,100
3600,1.0,1.0,1.0,1,0.5,0,1
3601,0.0,0.0,1.0,0,0.5,0,1
3602,0.0,0.0,1.0,0,0.5,0,1
3603,0.0,0.0,1.0,0,0.5,0,1
3604,0.0,0.0,1.0,0,0.5,0,1
3605,0.0,0.0,1.0,0,0.5,0,1
3606,0.0,0.0,1.0,0,0.5,0,1
3607,0.0,0.0,1.0,0,0.5,0,1
3608,0.0,0.0,1.0,0,0.5,0,1
3609,0.0,0.0,1.0,0,0.5,0,1
3610,0.0,0.0,1.0,0,0.5,0,10
3611,0.1,0.1,1.0,1,0.5,0,10
3612,0.2,0.2,1.0,1,0.5,0,10
3613,0.2,0.2,1.0,1,0.5,0,10
3614,0.2,0.2,1.0,1,0.5,0,10
3615,0.3,0.3,1.0,1,0.5,0,10
3616,0.2,0.2,1.0,1,0.5,0,10
3617,0.6,0.6,1.0,1,0.5,0,10
3618,0.4,0.4,1.0,1,0.5,0,10
3619,0.1,0.1,1.0,1,0.5,0,10
3620,0.21,0.21,1.0,1,0.5,0,100
3621,0.2,0.2,1.0,1,0.5,0,100
3622,0.18,0.18,0.99,1,0.5,0,100
3623,0.26,0.26,1.0,1,0.5,0,100
3624,0.24,0.24,1.0,1,0.5,0,100
3625,0.24,0.24,1.0,1,0.5,0,100
3626,0.24,0.24,0.99,1,0.5,0,100
3627,0.23,0.23,1.0,1,0.5,0,100
3628,0.15,0.15,1.0,1,0.5,0,100
3629,0.19,0.19,1.0,1,0.5,0,100
3630,1.0,1.0,1.0,1,0.5,1,1
3631,0.0,0.0,1.0,0,0.5,1,1
3632,0.0,0.0,1.0,0,0.5,1,1
3633,0.0,0.0,1.0,0,0.5,1,1
3634,0.0,0.0,1.0,0,0.5,1,1
3635,0.0,0.0,1.0,0,0.5,1,1
3636,0.0,0.0,1.0,0,0.5,1,1
3637,0.0,0.0,1.0,0,0.5,1,1
3638,1.0,1.0,1.0,1,0.5,1,1
3639,0.0,0.0,1.0,0,0.5,1,1
3640,0.2,0.2,1.0,1,0.5,1,10
3641,0.3,0.3,1.0,1,0.5,1,10
3642,0.2,0.2,1.0,1,0.5,1,10
3643,0.2,0.2,1.0,1,0.5,1,10
3644,0.2,0.2,1.0,1,0.5,1,10
3645,0.1,0.1,1.0,1,0.5,1,10
3646,0.2,0.2,1.0,1,0.5,1,10
3647,0.3,0.3,1.0,1,0.5,1,10
3648,0.2,0.2,1.0,1,0.5,1,10
3649,0.2,0.2,1.0,1,0.5,1,10
3650,0.21,0.21,1.0,1,0.5,1,100
3651,0.15,0.15,0.99,1,0.5,1,100
3652,0.19,0.19,0.99,1,0.5,1,100
3653,0.2,0.2,1.0,1,0.5,1,100
3654,0.22,0.23,0.99,1,0.5,1,100
3655,0.18,0.18,1.0,1,0.5,1,100
3656,0.22,0.22,0.99,1,0.5,1,100
3657,0.23,0.23,1.0,1,0.5,1,100
3658,0.3,0.3,1.0,1,0.5,1,100
3659,0.25,0.25,1.0,1,0.5,1,100
3660,0.0,0.0,1.0,0,0.5,10,1
3661,1.0,1.0,1.0,1,0.5,10,1
3662,0.0,0.0,1.0,0,0.5,10,1
3663,0.0,0.0,1.0,0,0.5,10,1
3664,0.0,0.0,0.0,0,0.5,10,1
3665,0.0,0.0,1.0,0,0.5,10,1
3666,0.0,0.0,1.0,0,0.5,10,1
3667,0.0,0.0,1.0,0,0.5,10,1
3668,1.0,1.0,1.0,1,0.5,10,1
3669,0.0,0.0,1.0,0,0.5,10,1
3670,0.2,0.2,1.0,1,0.5,10,10
3671,0.0,0.0,1.0,0,0.5,10,10
3672,0.2,0.2,1.0,1,0.5,10,10
3673,0.2,0.2,1.0,1,0.5,10,10
3674,0.4,0.4,0.9,1,0.5,10,10
3675,0.2,0.2,1.0,1,0.5,10,10
3676,0.0,0.1,0.9,0,0.5,10,10
3677,0.3,0.3,1.0,1,0.5,10,10
3678,0.6,0.6,1.0,1,0.5,10,10
3679,0.2,0.2,1.0,1,0.5,10,10
3680,0.3,0.31,0.95,1,0.5,10,100
3681,0.25,0.25,0.94,1,0.5,10,100
3682,0.18,0.18,0.98,1,0.5,10,100
3683,0.22,0.23,0.95,1,0.5,10,100
3684,0.22,0.23,0.99,1,0.5,10,100
3685,0.16,0.17,0.96,1,0.5,10,100
3686,0.25,0.25,0.98,1,0.5,10,100
3687,0.24,0.25,0.95,1,0.5,10,100
3688,0.31,0.32,0.95,1,0.5,10,100
3689,0.29,0.29,0.96,1,0.5,10,100
3690,0.0,0.0,1.0,0,0.5,100,1
3691,0.0,0.0,1.0,0,0.5,100,1
3692,1.0,1.0,1.0,1,0.5,100,1
3693,1.0,1.0,1.0,1,0.5,100,1
3694,1.0,1.0,1.0,1,0.5,100,1
3695,0.0,0.0,1.0,0,0.5,100,1
3696,0.0,0.0,1.0,0,0.5,100,1
3697,0.0,0.0,1.0,0,0.5,100,1
3698,0.0,1.0,0.0,0,0.5,100,1
3699,0.0,0.0,1.0,0,0.5,100,1
3700,0.2,0.2,0.9,1,0.5,100,10
3701,0.0,0.0,1.0,0,0.5,100,10
3702,0.2,0.2,1.0,1,0.5,100,10
3703,0.2,0.3,0.9,1,0.5,100,10
3704,0.0,0.0,0.8,0,0.5,100,10
3705,0.1,0.1,1.0,1,0.5,100,10
3706,0.1,0.1,1.0,1,0.5,100,10
3707,0.1,0.1,0.9,1,0.5,100,10
3708,0.1,0.2,0.8,1,0.5,100,10
3709,0.1,0.1,1.0,1,0.5,100,10
3710,0.2,0.22,0.92,1,0.5,100,100
3711,0.17,0.2,0.88,1,0.5,100,100
3712,0.09,0.13,0.9,1,0.5,100,100
3713,0.14,0.15,0.94,1,0.5,100,100
3714,0.12,0.15,0.93,1,0.5,100,100
3715,0.22,0.24,0.92,1,0.5,100,100
3716,0.17,0.21,0.91,1,0.5,100,100
3717,0.2,0.21,0.96,1,0.5,100,100
3718,0.15,0.16,0.93,1,0.5,100,100
3719,0.18,0.19,0.93,1,0.5,100,100
3720,1.0,1.0,1.0,1,0.5,1000,1
3721,0.0,0.0,1.0,0,0.5,1000,1
3722,0.0,0.0,1.0,0,0.5,1000,1
3723,1.0,1.0,1.0,1,0.5,1000,1
3724,1.0,1.0,1.0,1,0.5,1000,1
3725,1.0,1.0,1.0,1,0.5,1000,1
3726,0.0,0.0,1.0,0,0.5,1000,1
3727,0.0,0.0,1.0,0,0.5,1000,1
3728,0.0,0.0,0.0,0,0.5,1000,1
3729,0.0,0.0,1.0,0,0.5,1000,1
3730,0.3,0.3,1.0,1,0.5,1000,10
3731,0.2,0.3,0.9,1,0.5,1000,10
3732,0.3,0.3,0.9,1,0.5,1000,10
3733,0.3,0.3,1.0,1,0.5,1000,10
3734,0.3,0.3,0.7,1,0.5,1000,10
3735,0.4,0.4,0.9,1,0.5,1000,10
3736,0.1,0.1,1.0,1,0.5,1000,10
3737,0.3,0.3,0.8,1,0.5,1000,10
3738,0.2,0.2,0.9,1,0.5,1000,10
3739,0.2,0.2,1.0,1,0.5,1000,10
3740,0.32,0.32,0.96,1,0.5,1000,100
3741,0.32,0.35,0.93,1,0.5,1000,100
3742,0.23,0.23,0.96,1,0.5,1000,100
3743,0.19,0.19,0.95,1,0.5,1000,100
3744,0.3,0.31,0.91,1,0.5,1000,100
3745,0.22,0.25,0.94,1,0.5,1000,100
3746,0.22,0.22,0.94,1,0.5,1000,100
3747,0.3,0.3,0.94,1,0.5,1000,100
3748,0.21,0.21,0.97,1,0.5,1000,100
3749,0.23,0.25,0.95,1,0.5,1000,100
3750,0.0,0.0,1.0,0,0.5,0,1
3751,0.0,0.0,1.0,0,0.5,0,1
3752,0.0,0.0,1.0,0,0.5,0,1
3753,1.0,1.0,1.0,1,0.5,0,1
3754,0.0,0.0,1.0,0,0.5,0,1
3755,0.0,0.0,1.0,0,0.5,0,1
3756,0.0,0.0,1.0,0,0.5,0,1
3757,0.0,0.0,1.0,0,0.5,0,1
3758,0.0,0.0,1.0,0,0.5,0,1
3759,0.0,0.0,1.0,0,0.5,0,1
3760,0.3,0.3,1.0,1,0.5,0,10
3761,0.6,0.6,1.0,1,0.5,0,10
3762,0.1,0.1,1.0,1,0.5,0,10
3763,0.5,0.5,1.0,1,0.5,0,10
3764,0.5,0.5,1.0,1,0.5,0,10
3765,0.4,0.4,1.0,1,0.5,0,10
3766,0.2,0.2,1.0,1,0.5,0,10
3767,0.6,0.6,1.0,1,0.5,0,10
3768,0.3,0.3,1.0,1,0.5,0,10
3769,0.4,0.4,1.0,1,0.5,0,10
3770,0.36,0.36,1.0,1,0.5,0,100
3771,0.3,0.3,1.0,1,0.5,0,100
3772,0.31,0.31,1.0,1,0.5,0,100
3773,0.25,0.25,1.0,1,0.5,0,100
3774,0.28,0.28,1.0,1,0.5,0,100
3775,0.36,0.36,1.0,1,0.5,0,100
3776,0.24,0.24,0.99,1,0.5,0,100
3777,0.3,0.3,1.0,1,0.5,0,100
3778,0.28,0.28,1.0,1,0.5,0,100
3779,0.31,0.31,1.0,1,0.5,0,100
3780,0.0,0.0,1.0,0,0.5,1,1
3781,0.0,0.0,1.0,0,0.5,1,1
3782,0.0,0.0,1.0,0,0.5,1,1
3783,0.0,0.0,1.0,0,0.5,1,1
3784,0.0,0.0,1.0,0,0.5,1,1
3785,0.0,0.0,1.0,0,0.5,1,1
3786,0.0,0.0,1.0,0,0.5,1,1
3787,0.0,0.0,1.0,0,0.5,1,1
3788,1.0,1.0,1.0,1,0.5,1,1
3789,1.0,1.0,1.0,1,0.5,1,1
3790,0.3,0.3,1.0,1,0.5,1,10
3791,0.2,0.2,1.0,1,0.5,1,10
3792,0.4,0.4,1.0,1,0.5,1,10
3793,0.3,0.3,1.0,1,0.5,1,10
3794,0.1,0.1,1.0,1,0.5,1,10
3795,0.2,0.2,1.0,1,0.5,1,10
3796,0.3,0.3,1.0,1,0.5,1,10
3797,0.2,0.2,1.0,1,0.5,1,10
3798,0.2,0.2,1.0,1,0.5,1,10
3799,0.3,0.3,1.0,1,0.5,1,10
3800,0.29,0.29,0.99,1,0.5,1,100
3801,0.3,0.3,1.0,1,0.5,1,100
3802,0.31,0.31,1.0,1,0.5,1,100
3803,0.32,0.32,0.98,1,0.5,1,100
3804,0.27,0.27,0.99,1,0.5,1,100
3805,0.38,0.39,0.98,1,0.5,1,100
3806,0.44,0.44,0.98,1,0.5,1,100
3807,0.29,0.29,1.0,1,0.5,1,100
3808,0.29,0.29,0.99,1,0.5,1,100
3809,0.33,0.33,1.0,1,0.5,1,100
3810,0.0,0.0,1.0,0,0.5,10,1
3811,1.0,1.0,1.0,1,0.5,10,1
3812,0.0,0.0,1.0,0,0.5,10,1
3813,1.0,1.0,1.0,1,0.5,10,1
3814,0.0,0.0,0.0,0,0.5,10,1
3815,0.0,0.0,1.0,0,0.5,10,1
3816,1.0,1.0,1.0,1,0.5,10,1
3817,0.0,0.0,1.0,0,0.5,10,1
3818,1.0,1.0,1.0,1,0.5,10,1
3819,0.0,0.0,1.0,0,0.5,10,1
3820,0.1,0.1,0.9,1,0.5,10,10
3821,0.2,0.2,1.0,1,0.5,10,10
3822,0.2,0.2,1.0,1,0.5,10,10
3823,0.3,0.4,0.9,1,0.5,10,10
3824,0.1,0.2,0.8,1,0.5,10,10
3825,0.3,0.3,1.0,1,0.5,10,10
3826,0.1,0.1,1.0,1,0.5,10,10
3827,0.5,0.5,1.0,1,0.5,10,10
3828,0.3,0.3,0.9,1,0.5,10,10
3829,0.4,0.4,1.0,1,0.5,10,10
3830,0.28,0.29,0.97,1,0.5,10,100
3831,0.35,0.38,0.96,1,0.5,10,100
3832,0.23,0.27,0.95,1,0.5,10,100
3833,0.26,0.27,0.96,1,0.5,10,100
3834,0.31,0.31,0.98,1,0.5,10,100
3835,0.26,0.28,0.94,1,0.5,10,100
3836,0.27,0.29,0.95,1,0.5,10,100
3837,0.29,0.3,0.96,1,0.5,10,100
3838,0.24,0.26,0.94,1,0.5,10,100
3839,0.2,0.22,0.95,1,0.5,10,100
3840,1.0,1.0,1.0,1,0.5,100,1
3841,0.0,0.0,0.0,0,0.5,100,1
3842,0.0,0.0,1.0,0,0.5,100,1
3843,0.0,0.0,1.0,0,0.5,100,1
3844,0.0,0.0,1.0,0,0.5,100,1
3845,1.0,1.0,1.0,1,0.5,100,1
3846,0.0,0.0,1.0,0,0.5,100,1
3847,0.0,0.0,1.0,0,0.5,100,1
3848,0.0,0.0,0.0,0,0.5,100,1
3849,0.0,0.0,1.0,0,0.5,100,1
3850,0.2,0.2,0.8,1,0.5,100,10
3851,0.4,0.4,1.0,1,0.5,100,10
3852,0.3,0.3,1.0,1,0.5,100,10
3853,0.3,0.4,0.8,1,0.5,100,10
3854,0.3,0.3,1.0,1,0.5,100,10
3855,0.3,0.4,0.9,1,0.5,100,10
3856,0.2,0.2,1.0,1,0.5,100,10
3857,0.1,0.2,0.9,1,0.5,100,10
3858,0.3,0.4,0.8,1,0.5,100,10
3859,0.3,0.3,1.0,1,0.5,100,10
3860,0.28,0.32,0.91,1,0.5,100,100
3861,0.29,0.33,0.92,1,0.5,100,100
3862,0.26,0.28,0.94,1,0.5,100,100
3863,0.3,0.33,0.93,1,0.5,100,100
3864,0.3,0.31,0.93,1,0.5,100,100
3865,0.25,0.27,0.91,1,0.5,100,100
3866,0.25,0.27,0.9,1,0.5,100,100
3867,0.34,0.34,0.93,1,0.5,100,100
3868,0.27,0.3,0.96,1,0.5,100,100
3869,0.26,0.3,0.9,1,0.5,100,100
3870,0.0,0.0,1.0,0,0.5,1000,1
3871,1.0,1.0,1.0,1,0.5,1000,1
3872,0.0,0.0,1.0,0,0.5,1000,1
3873,0.0,0.0,1.0,0,0.5,1000,1
3874,0.0,0.0,0.0,0,0.5,1000,1
3875,1.0,1.0,1.0,1,0.5,1000,1
3876,1.0,1.0,1.0,1,0.5,1000,1
3877,0.0,0.0,1.0,0,0.5,1000,1
3878,0.0,0.0,1.0,0,0.5,1000,1
3879,0.0,0.0,1.0,0,0.5,1000,1
3880,0.1,0.1,1.0,1,0.5,1000,10
3881,0.4,0.4,1.0,1,0.5,1000,10
3882,0.1,0.1,1.0,1,0.5,1000,10
3883,0.1,0.1,1.0,1,0.5,1000,10
3884,0.4,0.5,0.8,1,0.5,1000,10
3885,0.4,0.4,1.0,1,0.5,1000,10
3886,0.5,0.6,0.9,1,0.5,1000,10
3887,0.4,0.4,0.9,1,0.5,1000,10
3888,0.3,0.3,0.9,1,0.5,1000,10
3889,0.1,0.1,1.0,1,0.5,1000,10
3890,0.22,0.23,0.94,1,0.5,1000,100
3891,0.33,0.34,0.97,1,0.5,1000,100
3892,0.25,0.29,0.9,1,0.5,1000,100
3893,0.25,0.26,0.92,1,0.5,1000,100
3894,0.2,0.24,0.92,1,0.5,1000,100
3895,0.24,0.25,0.9,1,0.5,1000,100
3896,0.28,0.32,0.96,1,0.5,1000,100
3897,0.26,0.29,0.95,1,0.5,1000,100
3898,0.28,0.31,0.92,1,0.5,1000,100
3899,0.27,0.3,0.93,1,0.5,1000,100
3900,0.0,0.0,1.0,0,0.5,0,1
3901,0.0,0.0,1.0,0,0.5,0,1
3902,0.0,0.0,1.0,0,0.5,0,1
3903,1.0,1.0,1.0,1,0.5,0,1
3904,0.0,0.0,1.0,0,0.5,0,1
3905,0.0,0.0,1.0,0,0.5,0,1
3906,0.0,0.0,1.0,0,0.5,0,1
3907,0.0,0.0,1.0,0,0.5,0,1
3908,0.0,0.0,1.0,0,0.5,0,1
3909,0.0,0.0,1.0,0,0.5,0,1
3910,0.1,0.1,1.0,1,0.5,0,10
3911,0.1,0.1,1.0,1,0.5,0,10
3912,0.0,0.0,1.0,0,0.5,0,10
3913,0.5,0.5,1.0,1,0.5,0,10
3914,0.2,0.2,1.0,1,0.5,0,10
3915,0.2,0.2,1.0,1,0.5,0,10
3916,0.2,0.2,1.0,1,0.5,0,10
3917,0.2,0.2,1.0,1,0.5,0,10
3918,0.1,0.1,1.0,1,0.5,0,10
3919,0.2,0.2,1.0,1,0.5,0,10
3920,0.21,0.21,1.0,1,0.5,0,100
3921,0.18,0.18,1.0,1,0.5,0,100
3922,0.26,0.26,0.99,1,0.5,0,100
3923,0.21,0.21,1.0,1,0.5,0,100
3924,0.21,0.21,1.0,1,0.5,0,100
3925,0.17,0.17,1.0,1,0.5,0,100
3926,0.23,0.24,0.98,1,0.5,0,100
3927,0.22,0.22,1.0,1,0.5,0,100
3928,0.17,0.17,1.0,1,0.5,0,100
3929,0.25,0.25,1.0,1,0.5,0,100
3930,0.0,0.0,1.0,0,0.5,1,1
3931,0.0,0.0,1.0,0,0.5,1,1
3932,0.0,0.0,1.0,0,0.5,1,1
3933,0.0,0.0,1.0,0,0.5,1,1
3934,0.0,0.0,1.0,0,0.5,1,1
3935,0.0,0.0,1.0,0,0.5,1,1
3936,0.0,0.0,1.0,0,0.5,1,1
3937,0.0,0.0,1.0,0,0.5,1,1
3938,0.0,0.0,1.0,0,0.5,1,1
3939,0.0,0.0,1.0,0,0.5,1,1
3940,0.0,0.0,1.0,0,0.5,1,10
3941,0.4,0.4,1.0,1,0.5,1,10
3942,0.0,0.0,1.0,0,0.5,1,10
3943,0.4,0.4,1.0,1,0.5,1,10
3944,0.0,0.0,1.0,0,0.5,1,10
3945,0.5,0.5,1.0,1,0.5,1,10
3946,0.3,0.3,1.0,1,0.5,1,10
3947,0.4,0.4,1.0,1,0.5,1,10
3948,0.2,0.2,1.0,1,0.5,1,10
3949,0.4,0.4,1.0,1,0.5,1,10
3950,0.24,0.24,1.0,1,0.5,1,100
3951,0.21,0.21,0.99,1,0.5,1,100
3952,0.26,0.26,1.0,1,0.5,1,100
3953,0.19,0.19,1.0,1,0.5,1,100
3954,0.21,0.21,0.99,1,0.5,1,100
3955,0.22,0.23,0.99,1,0.5,1,100
3956,0.18,0.19,0.98,1,0.5,1,100
3957,0.23,0.23,1.0,1,0.5,1,100
3958,0.31,0.32,0.99,1,0.5,1,100
3959,0.18,0.18,1.0,1,0.5,1,100
3960,0.0,0.0,1.0,0,0.5,10,1
3961,0.0,0.0,1.0,0,0.5,10,1
3962,1.0,1.0,1.0,1,0.5,10,1
3963,0.0,0.0,1.0,0,0.5,10,1
3964,0.0,0.0,0.0,0,0.5,10,1
3965,0.0,0.0,1.0,0,0.5,10,1
3966,0.0,0.0,1.0,0,0.5,10,1
3967,0.0,0.0,1.0,0,0.5,10,1
3968,0.0,0.0,1.0,0,0.5,10,1
3969,0.0,0.0,1.0,0,0.5,10,1
3970,0.0,0.0,0.9,0,0.5,10,10
3971,0.3,0.3,1.0,1,0.5,10,10
3972,0.1,0.1,1.0,1,0.5,10,10
3973,0.1,0.1,1.0,1,0.5,10,10
3974,0.2,0.2,0.9,1,0.5,10,10
3975,0.1,0.1,1.0,1,0.5,10,10
3976,0.2,0.3,0.9,1,0.5,10,10
3977,0.0,0.0,0.9,0,0.5,10,10
3978,0.1,0.1,1.0,1,0.5,10,10
3979,0.3,0.3,1.0,1,0.5,10,10
3980,0.19,0.2,0.94,1,0.5,10,100
3981,0.22,0.22,0.99,1,0.5,10,100
3982,0.22,0.23,0.96,1,0.5,10,100
3983,0.25,0.26,0.98,1,0.5,10,100
3984,0.22,0.22,0.96,1,0.5,10,100
3985,0.18,0.19,0.95,1,0.5,10,100
3986,0.2,0.21,0.94,1,0.5,10,100
3987,0.26,0.26,0.96,1,0.5,10,100
3988,0.22,0.23,0.92,1,0.5,10,100
3989,0.2,0.21,0.95,1,0.5,10,100
3990,0.0,0.0,1.0,0,0.5,100,1
3991,0.0,0.0,1.0,0,0.5,100,1
3992,1.0,1.0,1.0,1,0.5,100,1
3993,0.0,0.0,1.0,0,0.5,100,1
3994,0.0,0.0,1.0,0,0.5,100,1
3995,0.0,0.0,1.0,0,0.5,100,1
3996,0.0,0.0,1.0,0,0.5,100,1
3997,0.0,0.0,1.0,0,0.5,100,1
3998,0.0,0.0,1.0,0,0.5,100,1
3999,0.0,0.0,1.0,0,0.5,100,1
4000,0.1,0.2,0.9,1,0.5,100,10
4001,0.1,0.1,0.9,1,0.5,100,10
4002,0.0,0.0,1.0,0,0.5,100,10
4003,0.1,0.1,0.9,1,0.5,100,10
4004,0.3,0.3,0.7,1,0.5,100,10
4005,0.2,0.2,1.0,1,0.5,100,10
4006,0.1,0.2,0.9,1,0.5,100,10
4007,0.1,0.2,0.9,1,0.5,100,10
4008,0.1,0.2,0.8,1,0.5,100,10
4009,0.1,0.1,0.9,1,0.5,100,10
4010,0.21,0.22,0.95,1,0.5,100,100
4011,0.22,0.23,0.97,1,0.5,100,100
4012,0.15,0.16,0.92,1,0.5,100,100
4013,0.16,0.18,0.93,1,0.5,100,100
4014,0.11,0.11,0.93,1,0.5,100,100
4015,0.18,0.19,0.93,1,0.5,100,100
4016,0.14,0.14,0.93,1,0.5,100,100
4017,0.19,0.19,0.93,1,0.5,100,100
4018,0.18,0.18,0.91,1,0.5,100,100
4019,0.18,0.2,0.9,1,0.5,100,100
4020,0.0,0.0,1.0,0,0.5,1000,1
4021,0.0,0.0,1.0,0,0.5,1000,1
4022,0.0,0.0,1.0,0,0.5,1000,1
4023,0.0,0.0,1.0,0,0.5,1000,1
4024,0.0,0.0,1.0,0,0.5,1000,1
4025,0.0,0.0,1.0,0,0.5,1000,1
4026,0.0,0.0,0.0,0,0.5,1000,1
4027,0.0,0.0,1.0,0,0.5,1000,1
4028,1.0,1.0,1.0,1,0.5,1000,1
4029,1.0,1.0,1.0,1,0.5,1000,1
4030,0.1,0.2,0.9,1,0.5,1000,10
4031,0.3,0.3,0.9,1,0.5,1000,10
4032,0.1,0.1,1.0,1,0.5,1000,10
4033,0.2,0.2,0.9,1,0.5,1000,10
4034,0.1,0.1,0.6,1,0.5,1000,10
4035,0.1,0.1,0.8,1,0.5,1000,10
4036,0.2,0.4,0.7,1,0.5,1000,10
4037,0.2,0.2,0.9,1,0.5,1000,10
4038,0.2,0.2,0.9,1,0.5,1000,10
4039,0.3,0.3,1.0,1,0.5,1000,10
4040,0.23,0.24,0.92,1,0.5,1000,100
4041,0.22,0.23,0.95,1,0.5,1000,100
4042,0.28,0.3,0.95,1,0.5,1000,100
4043,0.24,0.24,1.0,1,0.5,1000,100
4044,0.17,0.2,0.91,1,0.5,1000,100
4045,0.19,0.21,0.96,1,0.5,1000,100
4046,0.22,0.22,0.93,1,0.5,1000,100
4047,0.23,0.24,0.93,1,0.5,1000,100
4048,0.23,0.24,0.95,1,0.5,1000,100
4049,0.21,0.22,0.93,1,0.5,1000,100
4050,0.0,0.0,1.0,0,0.5,0,1
4051,0.0,0.0,1.0,0,0.5,0,1
4052,0.0,0.0,1.0,0,0.5,0,1
4053,0.0,0.0,1.0,0,0.5,0,1
4054,0.0,0.0,1.0,0,0.5,0,1
4055,0.0,0.0,1.0,0,0.5,0,1
4056,0.0,0.0,1.0,0,0.5,0,1
4057,0.0,0.0,1.0,0,0.5,0,1
4058,1.0,1.0,1.0,1,0.5,0,1
4059,0.0,0.0,1.0,0,0.5,0,1
4060,0.2,0.2,1.0,1,0.5,0,10
4061,0.0,0.0,1.0,0,0.5,0,10
4062,0.3,0.3,1.0,1,0.5,0,10
4063,0.3,0.3,1.0,1,0.5,0,10
4064,0.7,0.7,1.0,1,0.5,0,10
4065,0.2,0.2,1.0,1,0.5,0,10
4066,0.2,0.2,1.0,1,0.5,0,10
4067,0.3,0.3,1.0,1,0.5,0,10
4068,0.4,0.4,1.0,1,0.5,0,10
4069,0.1,0.1,1.0,1,0.5,0,10
4070,0.18,0.18,1.0,1,0.5,0,100
4071,0.26,0.26,1.0,1,0.5,0,100
4072,0.24,0.24,0.99,1,0.5,0,100
4073,0.21,0.21,1.0,1,0.5,0,100
4074,0.29,0.29,1.0,1,0.5,0,100
4075,0.24,0.24,1.0,1,0.5,0,100
4076,0.25,0.25,0.99,1,0.5,0,100
4077,0.22,0.22,1.0,1,0.5,0,100
4078,0.32,0.32,1.0,1,0.5,0,100
4079,0.31,0.31,1.0,1,0.5,0,100
4080,0.0,0.0,1.0,0,0.5,1,1
4081,1.0,1.0,1.0,1,0.5,1,1
4082,1.0,1.0,1.0,1,0.5,1,1
4083,0.0,0.0,1.0,0,0.5,1,1
4084,1.0,1.0,1.0,1,0.5,1,1
4085,0.0,0.0,1.0,0,0.5,1,1
4086,1.0,1.0,1.0,1,0.5,1,1
4087,1.0,1.0,1.0,1,0.5,1,1
4088,0.0,0.0,1.0,0,0.5,1,1
4089,0.0,0.0,1.0,0,0.5,1,1
4090,0.2,0.2,1.0,1,0.5,1,10
4091,0.1,0.1,1.0,1,0.5,1,10
